,Year,Title,0,1,2,3,4,5,6,7,8,9
8051,96,293,11,12,11,12,11,12,12,12,12,11
8052,51,4059,12,12,12,1,1,12,12,12,12,1
8053,51,3149,3,17,3,17,17,11,3,11,3,3
8054,51,852,15,15,12,15,12,12,15,12,12,12
8055,107,984,0,0,0,12,12,12,12,12,12,0
8056,51,213,13,15,7,13,13,15,7,7,13,15
8057,51,446,9,7,7,9,15,15,15,9,15,9
8058,40,9102,8,0,12,0,12,12,8,12,0,12
8059,51,8645,15,15,12,12,15,15,15,12,12,15
8060,51,4764,12,0,12,0,0,0,12,0,12,12
8061,51,5008,12,12,12,12,12,12,12,12,12,12
8062,51,9581,13,7,13,7,9,9,7,13,9,7
8063,51,8670,5,15,7,5,5,5,7,7,15,15
8064,51,7246,15,15,15,15,15,15,15,15,15,15
8065,123,6810,8,12,8,12,8,8,12,12,8,8
8066,26,9233,8,8,8,8,12,8,8,8,8,12
8067,51,7821,15,13,15,15,15,13,15,15,15,15
8068,51,4801,3,2,2,2,2,2,2,2,0,2
8069,79,9188,8,8,8,8,8,8,8,8,8,8
8070,51,5854,12,12,12,12,12,12,12,12,12,12
8071,51,5953,8,12,8,8,12,8,17,8,17,12
8072,54,4801,15,15,15,15,15,0,15,0,0,0
8073,51,4007,15,15,15,15,15,15,15,15,15,15
8074,51,6988,12,12,12,15,12,15,12,15,12,12
8075,113,1066,12,12,12,12,12,12,12,12,12,12
8076,40,6639,8,13,13,4,13,4,4,8,8,13
8077,40,8302,9,7,9,7,9,15,7,15,9,9
8078,51,1901,13,13,13,9,13,13,13,13,9,15
8079,51,6754,17,15,12,17,15,12,17,17,19,15
8080,40,5359,1,7,1,7,1,1,1,1,7,7
8081,51,5304,10,10,10,10,10,10,10,10,10,10
8082,36,7026,12,12,0,12,0,0,0,19,12,0
8083,40,6690,7,7,7,9,7,7,9,9,13,13
8084,40,528,13,0,13,13,19,0,13,13,0,0
8085,51,7718,13,13,13,15,15,9,15,13,15,15
8086,36,405,10,10,10,10,10,10,10,10,10,10
8087,51,5043,12,12,12,12,12,12,12,12,12,12
8088,40,1903,12,12,12,12,12,12,12,12,12,12
8089,51,584,10,10,10,10,10,10,10,10,10,10
8090,51,9219,12,12,12,12,12,12,12,12,12,12
8091,40,6732,17,7,8,17,7,7,7,3,17,17
8092,51,2460,12,12,12,12,12,12,12,12,12,12
8093,51,4189,12,12,12,12,12,12,15,12,15,12
8094,51,8087,0,15,15,0,15,15,0,15,15,15
8095,51,4569,19,0,15,19,19,19,15,15,15,0
8096,51,7579,13,7,13,7,7,7,13,13,13,13
8097,92,4825,8,8,8,8,8,15,15,15,15,15
8098,51,9576,12,9,12,12,12,12,12,12,12,9
8099,40,8848,9,9,4,9,9,4,13,9,15,13
8100,40,5236,12,12,12,9,12,12,9,9,12,12
8101,51,5554,8,8,8,8,8,8,8,8,8,8
8102,40,9485,15,17,15,15,17,15,15,15,17,17
8103,40,3762,9,9,3,13,7,3,7,13,9,9
8104,40,1176,12,12,12,12,12,12,12,12,12,12
8105,40,7584,4,0,0,15,15,15,0,4,15,15
8106,36,4156,10,10,10,10,10,10,10,10,10,10
8107,51,1992,10,10,10,10,10,10,10,10,10,10
8108,51,3817,7,13,19,7,7,13,13,13,7,19
8109,40,4789,11,1,12,11,19,19,1,11,1,11
8110,40,2476,15,15,0,0,0,0,15,0,0,0
8111,40,2145,15,7,7,7,7,13,13,7,15,15
8112,40,4518,19,13,19,19,13,8,19,13,8,8
8113,51,9070,15,12,15,12,15,12,15,12,15,12
8114,40,3749,11,17,11,3,11,12,12,11,17,12
8115,123,792,8,13,13,8,8,7,8,13,8,13
8116,40,515,17,3,3,17,17,11,3,3,11,11
8117,51,1561,15,15,15,15,15,15,15,15,15,15
8118,107,1233,12,12,12,12,12,12,12,12,12,12
8119,49,3415,1,8,8,1,1,1,1,12,1,8
8120,40,229,11,3,3,19,13,11,7,7,19,11
8121,40,6121,13,13,15,4,15,13,15,15,4,15
8122,40,3299,3,17,3,17,7,7,3,3,17,11
8123,40,7451,12,11,1,12,1,11,11,1,1,1
8124,40,3815,12,12,12,12,12,12,12,12,12,12
8125,40,3104,15,13,13,13,15,13,15,15,15,15
8126,40,8473,7,13,7,7,7,7,13,13,13,7
8127,51,5381,12,15,12,15,0,0,12,0,15,12
8128,82,3070,7,12,1,7,7,1,12,12,1,7
8129,51,1513,9,9,15,9,15,9,9,9,9,9
8130,51,8750,12,13,12,13,12,12,13,13,13,13
8131,40,850,15,15,15,15,15,15,15,15,15,15
8132,40,5039,7,11,0,7,7,0,11,0,11,7
8133,40,2472,0,12,0,0,12,0,0,12,0,0
8134,40,7774,8,8,8,8,8,8,8,8,8,8
8135,40,3731,9,13,13,9,13,13,9,13,9,9
8136,51,2504,12,12,12,0,12,0,0,11,11,11
8137,40,7422,19,19,7,3,19,19,7,19,3,19
8138,51,307,15,15,13,13,13,11,13,13,15,15
8139,40,2492,15,15,15,15,15,15,15,15,15,15
8140,51,6892,1,17,1,17,1,1,17,17,1,1
8141,51,9286,15,13,13,15,13,15,13,13,13,15
8142,120,896,1,1,1,1,1,1,1,1,1,1
8143,74,3735,18,8,18,8,8,8,19,8,19,8
8144,40,1273,7,7,9,7,9,9,12,9,7,7
8145,113,4024,1,1,1,1,1,1,1,1,1,1
8146,51,5551,13,13,13,13,8,8,13,8,13,8
8147,51,1705,19,12,19,8,12,19,12,8,12,8
8148,119,6460,7,7,1,17,17,7,1,7,7,7
8149,40,157,15,7,7,15,7,7,7,15,3,7
8150,40,2244,7,7,7,7,12,7,12,12,7,7
8151,40,1163,19,19,13,3,3,13,19,13,19,19
8152,40,6534,12,12,15,12,15,15,12,15,15,12
8153,51,4422,9,9,11,11,11,15,15,15,11,11
8154,114,9451,12,12,12,12,12,12,12,12,12,12
8155,40,9463,9,13,13,13,13,13,9,9,9,9
8156,94,4051,11,7,7,15,11,11,7,15,11,11
8157,40,5756,15,12,12,15,12,15,15,15,15,15
8158,40,8621,15,15,15,15,15,15,15,15,15,15
8159,40,6269,3,11,19,19,7,11,19,3,7,7
8160,40,4958,12,12,12,12,12,12,12,12,12,12
8161,125,6852,10,10,10,10,17,17,17,17,10,17
8162,29,5439,12,12,12,12,12,12,12,12,12,12
8163,60,2424,11,11,12,11,11,12,12,11,12,11
8164,40,3078,15,13,15,15,15,15,13,13,13,15
8165,40,3407,12,12,12,12,12,12,12,12,12,12
8166,40,2190,9,3,9,13,9,13,3,13,7,9
8167,40,2039,11,17,11,11,1,1,1,1,17,1
8168,71,8006,15,15,15,7,7,7,15,15,7,7
8169,142,3766,10,10,10,10,10,10,10,10,10,10
8170,129,6586,12,12,12,12,12,12,12,12,12,12
8171,71,1125,9,7,7,9,7,9,7,7,7,7
8172,113,7659,9,12,9,15,15,9,9,9,15,15
8173,51,739,12,15,12,12,15,12,12,15,12,12
8174,51,1972,8,8,8,8,8,13,8,8,8,13
8175,40,1644,15,15,15,15,15,15,15,15,15,15
8176,54,5408,10,10,10,10,10,10,10,10,10,10
8177,51,8995,10,10,10,10,10,10,10,10,10,10
8178,40,7452,11,3,3,7,7,19,19,3,7,19
8179,40,5299,13,9,13,9,4,4,9,13,4,9
8180,51,7994,8,13,8,8,8,13,13,8,8,8
8181,40,8850,12,12,15,12,15,15,15,12,15,15
8182,51,1201,0,12,0,15,15,15,0,15,0,15
8183,40,7210,11,11,7,19,11,3,3,19,7,17
8184,40,543,12,12,12,12,12,12,12,12,12,12
8185,40,1576,9,8,8,9,8,8,9,13,9,13
8186,40,9240,17,12,12,12,17,17,12,17,12,17
8187,40,7398,10,10,10,10,10,10,10,10,10,10
8188,40,2728,15,9,9,15,9,9,9,15,9,15
8189,40,5205,1,1,11,11,12,11,1,11,12,12
8190,40,2836,12,12,12,12,12,12,12,12,12,12
8191,36,5972,1,7,7,11,7,1,11,7,7,1
8192,51,846,8,8,13,13,8,13,13,8,13,13
8193,51,1499,0,12,0,0,0,12,0,0,12,12
8194,40,2200,7,11,7,7,3,19,3,11,7,3
8195,40,7495,7,7,11,11,7,7,11,11,1,11
8196,40,1706,13,13,13,13,13,13,13,13,13,13
8197,112,470,0,0,15,15,15,0,15,15,0,15
8198,40,2716,15,7,15,3,15,8,8,15,15,8
8199,40,1838,3,15,3,3,7,19,7,7,15,7
8200,40,9526,18,18,12,3,1,1,1,12,18,1
8201,40,1154,13,7,7,7,3,7,13,13,7,15
8202,40,7693,7,19,7,7,19,7,7,12,12,19
8203,40,2137,7,13,7,9,7,9,13,9,7,9
8204,40,4209,9,12,9,9,12,12,12,9,7,9
8205,40,4094,5,3,7,11,3,3,5,5,3,11
8206,51,6944,13,13,15,9,15,4,9,13,13,13
8207,40,932,13,13,13,13,8,8,8,13,13,13
8208,51,6956,12,0,0,0,0,12,12,12,0,0
8209,40,7072,0,12,15,0,12,12,12,0,15,15
8210,40,4938,12,15,12,12,15,15,15,15,15,15
8211,40,9185,19,19,19,19,19,19,19,19,19,19
8212,40,3236,10,12,12,12,10,12,12,10,12,10
8213,51,3982,15,12,15,0,15,0,15,0,12,12
8214,52,4986,12,12,12,12,12,12,12,12,12,12
8215,40,4165,15,15,15,15,15,15,15,15,15,15
8216,40,2136,17,17,17,7,12,17,12,7,7,12
8217,40,5870,15,16,15,17,13,16,17,17,17,17
8218,40,9260,8,13,13,8,8,13,13,13,13,13
8219,40,9228,1,17,18,1,18,18,17,18,18,1
8220,40,8932,11,19,7,7,19,11,11,19,11,19
8221,40,1005,15,0,12,15,0,0,15,12,15,0
8222,40,6842,13,7,9,12,9,9,7,12,7,9
8223,40,8282,12,12,12,12,12,12,12,12,12,12
8224,51,600,12,12,12,15,12,12,15,15,15,12
8225,40,3060,9,12,9,7,7,12,12,9,7,12
8226,40,174,15,15,15,15,15,15,15,15,15,15
8227,40,2519,12,15,12,15,15,15,15,15,15,15
8228,133,7476,7,19,7,7,11,19,11,19,11,7
8229,40,7554,12,12,12,12,12,12,12,12,12,12
8230,40,9084,11,11,11,11,11,18,18,11,11,17
8231,40,2217,12,1,12,12,12,18,18,18,1,1
8232,40,9486,12,12,12,12,12,12,12,12,12,12
8233,40,6768,7,7,7,3,3,7,7,7,7,3
8234,142,5293,9,18,7,1,18,9,7,7,9,7
8235,40,9324,9,9,12,12,12,12,12,12,9,9
8236,40,2856,12,12,12,12,12,12,12,12,12,12
8237,40,3429,9,7,7,9,12,9,12,9,7,9
8238,40,2575,3,19,19,7,13,3,3,13,19,19
8239,40,3879,12,12,1,11,1,11,12,1,11,12
8240,40,7986,10,10,10,10,10,10,10,10,10,10
8241,40,4030,15,0,15,0,15,1,0,1,0,15
8242,40,5332,15,15,15,15,15,15,15,15,15,15
8243,40,7392,15,15,15,15,15,15,15,15,15,15
8244,40,4611,12,12,12,12,12,12,12,12,12,12
8245,40,475,0,15,0,15,0,17,17,15,0,15
8246,107,6861,7,7,19,1,1,19,1,7,1,7
8247,36,7807,8,13,13,8,13,8,8,8,8,13
8248,51,2590,12,12,12,12,12,12,12,12,12,12
8249,40,7846,9,7,9,9,7,7,7,7,7,9
8250,116,3573,19,19,19,11,11,19,11,1,19,19
8251,101,7362,7,9,9,9,9,9,9,7,7,7
8252,40,7550,19,7,19,19,19,19,19,3,7,19
8253,40,3613,0,0,15,15,15,12,0,0,12,0
8254,51,8669,2,11,19,12,2,19,2,12,11,11
8255,40,8930,15,13,15,13,4,4,15,15,13,15
8256,40,9524,12,12,0,12,12,0,12,0,0,0
8257,40,2014,8,8,8,8,8,8,13,13,13,13
8258,40,3220,15,15,15,15,7,15,7,7,15,15
8259,40,2186,7,12,12,12,9,12,12,12,12,9
8260,40,8516,15,15,15,15,15,15,15,15,15,15
8261,47,4401,12,12,12,13,12,12,12,12,7,12
8262,40,8519,12,12,12,12,12,12,12,12,12,12
8263,51,4055,15,7,16,7,16,7,15,16,7,7
8264,40,1828,15,11,11,15,15,15,11,15,11,15
8265,40,342,15,0,15,12,15,0,0,0,15,12
8266,40,5738,12,12,0,0,12,0,0,0,0,12
8267,40,9272,17,15,15,15,17,15,15,15,17,17
8268,146,4930,10,10,10,10,10,10,10,10,10,10
8269,40,5566,12,11,11,12,12,11,12,11,12,11
8270,40,7430,8,8,12,8,8,12,8,12,8,8
8271,40,6589,9,9,13,13,15,15,9,9,9,9
8272,40,705,15,15,15,0,0,15,15,15,0,15
8273,40,8431,12,18,1,12,17,1,12,12,18,17
8274,40,3155,13,15,13,13,3,3,13,15,15,13
8275,82,6813,12,1,12,1,18,18,12,12,12,18
8276,40,6875,7,7,7,9,7,7,9,9,7,7
8277,40,9356,15,12,15,12,15,15,15,12,12,9
8278,40,6921,13,4,7,7,4,13,4,7,13,4
8279,74,6781,9,12,12,12,12,15,15,9,9,15
8280,40,1468,8,15,15,15,8,8,15,15,8,15
8281,40,7268,10,10,10,10,10,10,10,10,10,10
8282,40,747,9,9,15,15,9,15,9,9,15,13
8283,40,9309,15,8,15,17,15,8,8,15,8,15
8284,40,2992,15,15,13,12,13,12,15,15,13,15
8285,40,7614,15,15,15,15,15,15,15,15,15,15
8286,40,1143,7,15,11,11,15,11,7,15,11,11
8287,40,4038,3,11,7,19,19,7,7,3,19,19
8288,40,9242,12,12,12,12,12,12,12,12,12,12
8289,40,2586,3,7,11,7,11,7,11,7,11,17
8290,40,6626,15,15,15,15,15,15,15,15,15,15
8291,40,7089,15,15,15,15,15,15,15,15,15,15
8292,40,7697,12,0,0,12,12,12,12,15,0,12
8293,40,5831,12,12,15,15,15,15,15,15,12,12
8294,40,3468,15,18,15,18,18,18,18,18,16,15
8295,40,8308,3,11,7,7,11,11,11,7,3,11
8296,40,3627,11,3,17,11,17,17,11,11,17,11
8297,40,8693,11,17,17,7,11,7,11,17,11,11
8298,40,8695,12,12,12,12,12,12,12,12,12,12
8299,40,9215,0,0,7,0,12,12,12,12,7,12
8300,51,5360,0,15,0,12,15,15,0,0,12,15
8301,40,5929,15,19,19,11,15,19,15,19,11,15
8302,121,5549,9,15,15,8,8,15,9,8,8,9
8303,40,3615,17,0,0,11,0,0,0,0,2,11
8304,40,7964,15,15,15,15,15,15,15,15,15,15
8305,40,5368,12,15,15,9,12,12,15,12,12,15
8306,40,6574,7,7,7,7,13,13,9,9,7,9
8307,40,851,15,15,15,15,15,15,15,15,15,15
8308,51,2046,7,7,7,15,1,1,15,7,15,1
8309,40,7457,15,15,15,12,15,15,12,12,12,12
8310,40,8381,10,10,10,10,10,10,10,10,10,10
8311,40,4915,15,9,9,9,9,15,9,15,15,15
8312,40,8655,12,12,15,15,15,15,11,15,12,12
8313,40,8585,19,19,19,19,19,0,15,0,15,15
8314,113,3638,12,19,7,7,19,19,12,7,7,12
8315,29,7271,15,17,17,15,17,15,15,17,15,17
8316,40,4017,15,15,16,13,15,7,7,15,16,16
8317,40,1583,15,15,15,15,15,15,12,12,12,15
8318,137,7148,7,15,7,15,15,15,7,7,7,7
8319,40,2605,15,15,7,4,15,4,7,15,15,4
8320,40,9291,12,9,9,12,9,9,9,12,9,9
8321,40,8855,12,12,12,12,12,12,12,12,12,12
8322,40,3988,15,19,15,15,7,19,7,7,15,7
8323,60,1019,12,12,15,15,15,12,15,12,12,15
8324,91,1347,15,15,11,19,11,19,15,19,11,11
8325,74,1888,12,0,0,12,0,12,12,0,0,12
8326,40,367,4,4,4,4,4,13,4,13,13,4
8327,40,5376,12,12,9,9,9,9,12,12,9,12
8328,24,9261,18,18,18,12,18,18,18,12,12,12
8329,40,1053,7,13,7,7,9,13,13,13,9,7
8330,40,8496,12,12,12,12,12,12,12,12,12,12
8331,107,3641,12,12,12,12,12,12,12,12,12,12
8332,40,1158,12,12,12,12,12,12,12,12,12,12
8333,120,3804,7,7,11,17,7,17,7,17,17,7
8334,40,2961,15,8,0,8,0,15,8,15,15,15
8335,82,7613,2,2,2,2,2,2,2,2,2,2
8336,144,5322,7,11,7,11,7,7,7,11,11,11
8337,51,7214,13,13,13,13,13,13,13,13,13,13
8338,40,8809,12,12,9,9,12,9,9,9,12,12
8339,40,3370,1,1,17,1,3,3,3,1,7,3
8340,45,8512,13,7,13,7,13,7,7,7,7,7
8341,40,8176,15,15,15,13,13,13,13,15,13,15
8342,80,7032,18,18,18,1,1,18,18,1,1,18
8343,40,2872,12,0,12,12,12,0,0,0,12,12
8344,84,3195,11,1,7,11,1,7,11,7,1,7
8345,45,6085,7,12,12,7,12,7,7,12,7,7
8346,45,5488,15,3,3,7,15,15,3,7,7,3
8347,45,9061,11,0,3,0,11,19,3,11,3,11
8348,120,1739,15,15,15,15,15,15,15,15,15,15
8349,51,7360,12,12,1,11,11,18,12,18,12,0
8350,40,5591,15,15,15,15,15,15,15,15,15,15
8351,45,4628,19,19,3,19,17,7,7,7,7,3
8352,45,6979,15,12,15,15,15,15,15,15,12,15
8353,40,2384,15,15,15,15,15,15,15,15,15,15
8354,40,1278,4,4,13,13,13,4,4,4,4,13
8355,113,6770,11,1,7,17,17,11,17,17,11,17
8356,45,5928,15,7,15,15,15,16,16,15,7,7
8357,45,7907,1,17,11,17,17,12,1,17,1,18
8358,45,9092,7,19,19,3,3,9,3,9,7,9
8359,40,8707,9,9,9,9,9,9,9,9,9,9
8360,40,7043,4,15,4,15,15,4,4,4,4,15
8361,40,6774,17,12,11,12,17,11,11,12,12,17
8362,40,5264,15,15,15,15,15,15,15,15,15,15
8363,45,5546,12,12,12,12,12,12,12,12,12,12
8364,40,3147,19,15,15,19,17,15,19,17,17,15
8365,45,7852,4,15,4,17,17,17,4,4,17,17
8366,51,6060,12,7,7,9,7,9,7,7,9,12
8367,51,8768,10,10,10,10,10,10,10,10,10,10
8368,40,6966,15,15,9,13,9,15,13,13,15,15
8369,142,6011,12,12,12,12,12,12,12,12,12,12
8370,45,9432,12,12,12,12,12,12,12,12,12,12
8371,45,2432,0,12,12,0,0,0,0,0,0,12
8372,45,8462,15,12,12,12,12,12,12,12,12,12
8373,51,1908,15,0,0,1,15,12,15,1,1,15
8374,113,6318,12,12,12,12,12,12,12,12,12,12
8375,45,976,12,0,12,12,12,0,12,12,0,12
8376,45,8047,19,19,19,19,19,19,19,19,19,3
8377,45,2854,15,9,9,7,9,7,7,9,7,7
8378,40,4694,12,12,12,12,12,12,12,12,12,12
8379,45,8040,7,13,4,7,4,7,13,13,7,4
8380,36,7237,1,1,15,15,15,1,1,1,15,1
8381,40,5766,1,0,0,0,1,1,1,0,0,1
8382,45,795,3,7,7,15,16,16,3,3,7,7
8383,40,5798,10,10,10,10,10,10,10,10,10,10
8384,45,7405,15,15,13,15,15,13,15,15,13,13
8385,45,7640,12,12,1,11,12,1,1,12,12,12
8386,40,758,13,19,8,13,13,8,13,19,8,8
8387,45,3471,9,15,15,15,15,7,9,3,15,3
8388,45,1059,12,15,15,15,12,0,12,12,0,0
8389,45,3383,15,9,15,9,12,9,9,15,9,15
8390,40,6037,12,12,12,12,12,12,12,12,12,12
8391,45,3667,15,15,15,15,15,15,15,15,15,15
8392,51,5237,1,1,1,1,12,12,12,12,1,12
8393,40,3153,15,7,15,15,7,7,7,15,15,7
8394,45,7363,12,12,12,12,12,12,12,12,12,12
8395,45,2397,11,11,11,19,3,11,7,3,19,3
8396,45,8795,15,11,3,15,3,3,11,15,15,15
8397,45,7950,12,12,1,12,11,1,11,1,18,1
8398,50,2920,15,15,12,15,0,0,12,12,0,0
8399,45,8790,8,13,8,8,13,13,8,8,13,8
8400,45,2454,12,9,11,12,11,9,9,11,12,9
8401,51,1899,15,15,15,15,15,15,15,15,15,15
8402,45,1391,10,10,10,10,10,10,10,10,10,10
8403,40,2919,10,10,10,10,10,10,10,10,10,10
8404,45,3218,13,13,13,9,9,7,7,9,13,13
8405,114,7437,12,7,7,7,7,12,12,7,12,12
8406,45,8374,3,7,7,19,19,3,3,7,19,19
8407,45,7886,12,12,15,15,15,12,12,15,12,15
8408,40,2640,8,8,8,8,8,8,8,8,8,8
8409,45,7199,15,15,15,15,15,15,15,15,15,15
8410,45,1403,13,15,13,13,13,13,13,15,15,15
8411,45,5961,18,18,12,1,11,1,1,1,11,11
8412,45,1649,12,10,12,12,10,10,12,10,12,10
8413,40,2612,12,12,12,12,12,12,12,12,12,12
8414,45,9268,19,19,15,19,3,15,3,15,15,15
8415,40,6441,12,8,12,8,12,8,12,12,8,8
8416,45,3968,0,12,12,12,0,0,12,12,0,12
8417,45,969,8,12,8,12,8,8,8,8,12,12
8418,75,6101,12,1,7,7,1,12,2,7,18,2
8419,45,2596,15,15,15,9,15,15,15,7,9,9
8420,40,2330,15,15,15,15,15,15,15,15,15,15
8421,45,8859,12,12,12,12,12,12,12,12,12,12
8422,45,4200,12,1,7,1,18,12,7,12,7,7
8423,45,8594,12,12,12,12,12,12,12,12,12,12
8424,45,4667,19,7,19,7,19,7,7,19,19,7
8425,45,1128,7,19,11,7,7,7,19,7,7,7
8426,45,9275,11,7,7,7,11,11,11,3,7,19
8427,45,8699,12,12,12,12,12,12,12,12,12,12
8428,40,2723,13,13,13,13,13,13,13,13,13,13
8429,45,6252,12,12,12,12,12,12,12,12,12,12
8430,40,9010,19,8,19,13,19,13,13,19,19,13
8431,45,7324,12,12,12,12,12,12,12,12,12,12
8432,40,1954,0,12,12,0,12,12,0,0,0,12
8433,45,633,3,3,3,7,11,11,7,18,3,11
8434,45,5502,7,7,7,8,12,12,7,7,12,12
8435,40,3886,12,0,0,0,12,12,0,0,0,0
8436,40,8752,15,17,17,17,17,17,15,17,15,17
8437,45,8563,12,12,12,12,5,12,12,12,5,12
8438,45,3170,7,3,3,3,19,7,19,7,3,19
8439,93,7438,11,13,7,13,13,11,11,11,7,13
8440,113,2935,11,11,11,11,17,7,11,17,11,11
8441,45,1547,15,12,15,12,12,15,12,12,12,15
8442,40,2875,12,12,12,12,12,12,12,12,12,12
8443,40,5782,15,15,15,15,15,15,15,15,15,15
8444,45,830,7,7,7,15,7,7,15,7,15,15
8445,45,9095,15,15,15,15,15,15,15,15,15,15
8446,45,5715,0,0,15,15,15,0,0,0,0,15
8447,51,9450,7,1,18,1,7,1,1,7,18,1
8448,45,8593,15,15,15,15,15,15,15,15,15,15
8449,45,3521,9,9,9,12,9,12,9,12,7,7
8450,45,3440,9,9,9,7,7,9,7,13,13,7
8451,45,6939,1,1,11,11,1,11,7,1,1,11
8452,45,3935,15,12,15,12,15,12,12,15,12,15
8453,45,3873,15,15,15,15,15,15,15,15,15,15
8454,45,4815,0,12,0,0,0,0,12,0,12,0
8455,45,8001,2,2,2,2,2,2,2,15,2,2
8456,82,8577,19,19,19,7,19,7,7,19,7,7
8457,45,1864,10,10,10,10,10,10,10,10,10,10
8458,45,6851,11,11,11,11,11,7,19,11,7,19
8459,45,6208,12,15,4,15,4,15,12,12,15,4
8460,45,2938,12,12,0,0,0,12,0,0,12,0
8461,40,8466,15,15,15,15,15,15,15,15,15,15
8462,45,7221,12,1,1,1,1,1,1,1,11,11
8463,45,7232,12,12,12,12,12,12,12,12,12,12
8464,107,235,15,1,4,17,1,17,15,15,4,17
8465,45,2301,13,15,8,13,8,15,15,15,13,8
8466,45,4434,15,15,15,15,15,15,15,15,15,15
8467,45,551,13,15,15,13,15,13,15,13,15,13
8468,45,2431,12,12,15,15,15,12,12,15,15,15
8469,45,5489,19,19,19,19,19,19,19,19,19,19
8470,45,3447,8,9,9,13,13,9,13,9,13,9
8471,45,8896,15,12,15,0,0,12,12,0,12,0
8472,45,7913,12,12,12,12,12,12,12,12,12,12
8473,45,4135,19,15,19,19,15,19,15,15,19,15
8474,45,549,13,13,7,13,13,7,7,7,13,7
8475,45,8215,11,11,7,7,7,11,11,7,7,19
8476,45,2682,19,19,19,19,19,19,19,19,19,13
8477,45,4232,11,11,11,11,11,7,11,7,7,7
8478,45,4918,11,7,11,11,11,11,7,7,7,7
8479,45,4453,13,13,13,13,13,13,13,13,13,13
8480,45,2996,12,0,12,0,8,12,0,12,0,0
8481,40,5470,13,13,13,13,13,13,13,13,13,13
8482,45,3746,15,15,2,2,15,2,15,15,15,2
8483,45,9011,15,12,15,15,0,0,12,12,15,12
8484,45,2207,13,8,12,12,12,13,8,13,13,13
8485,45,5799,15,12,15,12,12,12,15,15,12,12
8486,45,5644,9,13,9,13,7,13,1,1,1,1
8487,51,2471,15,15,15,15,15,15,15,15,15,15
8488,40,8548,8,13,8,13,8,13,8,8,8,8
8489,93,6572,11,7,7,11,19,19,19,11,11,7
8490,45,2010,11,11,11,7,11,7,11,12,12,11
8491,40,2988,4,19,15,19,4,19,19,19,15,19
8492,79,5895,1,12,12,1,12,12,1,12,12,1
8493,45,8625,15,15,15,15,15,15,15,19,19,19
8494,40,9584,12,12,12,12,15,15,12,12,15,12
8495,45,524,7,15,9,15,9,15,9,7,15,9
8496,45,1377,12,12,9,9,12,12,12,9,12,12
8497,45,1893,12,12,12,12,12,12,12,12,12,12
8498,40,3329,13,8,13,8,8,8,13,13,8,8
8499,45,1230,13,9,7,7,7,13,7,13,9,13
8500,45,4731,15,15,15,15,15,15,15,15,15,15
8501,45,5142,15,15,15,15,15,15,15,15,15,15
8502,40,9464,19,19,19,13,13,4,15,4,4,13
8503,45,4411,8,13,13,13,8,13,8,8,13,8
8504,45,8821,0,15,0,15,15,0,15,12,15,15
8505,36,7632,13,9,15,15,9,15,9,15,9,15
8506,45,5588,13,13,13,13,13,13,13,13,13,13
8507,45,4945,15,15,15,15,15,15,15,15,12,12
8508,45,8889,8,8,8,8,8,8,8,8,8,8
8509,45,3541,9,13,13,13,13,13,15,15,15,9
8510,45,8542,10,2,10,10,10,10,10,2,15,10
8511,45,7376,15,15,15,15,15,15,15,15,15,15
8512,24,490,10,10,10,10,10,10,10,10,10,10
8513,45,1280,4,4,7,19,7,4,19,7,19,7
8514,45,8740,15,15,15,15,15,15,15,15,15,15
8515,45,9429,7,9,13,9,13,4,13,4,4,4
8516,45,1438,12,0,0,12,12,12,0,0,0,0
8517,63,1812,6,6,6,6,6,6,6,6,6,6
8518,45,4450,15,15,15,15,15,15,15,15,15,15
8519,45,428,13,13,13,13,13,13,13,13,13,13
8520,40,5898,1,1,17,17,1,1,17,17,17,15
8521,45,1585,12,12,12,12,15,15,15,15,15,12
8522,91,8780,1,1,15,1,1,15,15,1,17,1
8523,45,4499,16,7,16,7,7,16,7,7,16,7
8524,45,4539,8,15,8,15,12,12,12,15,15,8
8525,45,6912,12,11,12,11,12,12,12,12,12,12
8526,45,7849,8,8,8,4,4,8,4,8,8,8
8527,45,4080,8,8,8,8,8,8,8,8,8,8
8528,45,1829,12,12,12,12,12,12,12,0,0,0
8529,45,2522,7,15,17,7,17,15,7,15,7,17
8530,45,2293,12,12,12,9,12,9,7,9,12,7
8531,45,3795,13,13,13,19,19,19,19,19,13,13
8532,45,5101,9,13,15,15,9,15,13,15,9,15
8533,45,3649,13,7,19,13,7,13,13,4,7,7
8534,40,1109,11,1,11,1,1,11,11,1,11,11
8535,142,9583,12,8,1,7,12,8,7,1,12,8
8536,45,9359,8,8,8,8,12,8,12,12,12,8
8537,45,2737,13,13,13,13,13,13,13,13,13,7
8538,45,2560,7,7,7,9,9,9,7,9,7,7
8539,45,5294,15,15,15,15,15,15,15,15,15,15
8540,45,4733,10,10,10,10,10,10,10,10,10,10
8541,45,951,7,16,15,15,15,7,16,7,7,7
8542,45,3081,5,5,5,15,5,5,5,15,5,5
8543,45,3527,12,12,12,12,12,12,12,12,12,12
8544,45,7161,12,0,0,0,0,12,12,0,12,0
8545,45,1970,9,13,15,15,15,15,13,9,13,9
8546,45,7674,12,12,1,1,1,1,7,7,1,1
8547,45,536,11,0,0,11,1,11,11,0,0,11
8548,45,441,0,12,0,0,0,0,12,12,12,12
8549,45,4001,9,15,19,15,13,19,9,13,13,9
8550,93,6150,13,15,13,13,15,15,13,19,19,19
